row_id_22565,project_id,mp_name,state,constituency,work_22565,work_production,similarity_score,district_22565,expenditure_amount,allocation_amount,matching_method,confidence_category
53160,PRJ_F2095C6CEE88,T Sumathy (A) Thamizhachi Thangapandian,Tamil Nadu,Chennai South,Construction of bus-sheds or bus-stops,NA - CONSTRUCTION OF BUS SHELTER,0.7385,Chennai,1553324.0,6000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
55650,PRJ_F2095C6CEE88,T Sumathy (A) Thamizhachi Thangapandian,Tamil Nadu,Chennai South,Construction of bus-sheds or bus-stops,NA - CONSTRUCTION OF BUS SHELTER,0.7385,Chennai,1112899.0,6000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53188,PRJ_D3E9B9BDEE86,S Venkatesan,Tamil Nadu,Madurai,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Madurai,2566137.0,2000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53192,PRJ_04550BDBC50D,CN Annadurai,Tamil Nadu,Tiruvannamalai,"Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP508/2023-2024/68011 - Construction of roads, link roads, pathways or any other road with or without drainage system",0.8792,Tiruvannamalai,994902.0,150000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
53209,PRJ_04550BDBC50D,CN Annadurai,Tamil Nadu,Tiruvannamalai,"Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP508/2023-2024/68011 - Construction of roads, link roads, pathways or any other road with or without drainage system",0.8792,Tirupathur,445468.0,150000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
53214,PRJ_B95DE6BBD89F,CN Annadurai,Tamil Nadu,Tiruvannamalai,Construction of rooms and halls in school and colleges,NA - Construction of bus-sheds or bus-stops,0.5435,Tiruvannamalai,687693.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
55055,PRJ_B95DE6BBD89F,CN Annadurai,Tamil Nadu,Tiruvannamalai,Construction of rooms and halls in school and colleges,NA - Construction of bus-sheds or bus-stops,0.5435,Tiruvannamalai,699384.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53217,PRJ_EF5AC5BE7495,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of buildings for community cultural activities,NA - Construction of buildings for crèches and anganwadies,0.6607,Kanniyakumari,1485403.0,1450000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53245,PRJ_A25A4B748C35,Andimuthu Raja,Tamil Nadu,Nilgiris(Sc),"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Coimbatore,1482790.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53734,PRJ_A25A4B748C35,Andimuthu Raja,Tamil Nadu,Nilgiris(Sc),"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,The Nilgiris,1928872.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53249,PRJ_A432084C0702,Karti P Chidambaram,Tamil Nadu,Sivaganga,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for sports facilities,0.74,Sivaganga,1200000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53760,PRJ_A432084C0702,Karti P Chidambaram,Tamil Nadu,Sivaganga,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for sports facilities,0.74,Sivaganga,1100000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53256,PRJ_EF5AC5BE7495,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for crèches and anganwadies,0.9811,Kanniyakumari,845299.0,1450000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
53257,PRJ_EF5AC5BE7495,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for crèches and anganwadies,0.9811,Kanniyakumari,2000000.0,1450000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
53258,PRJ_F1662338CE5F,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of public libraries and reading rooms,NA - Construction of culverts and bridges,0.6512,Kanniyakumari,989098.0,650000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53272,PRJ_4EF287DA77D1,Kani K Navas,Tamil Nadu,Ramanathapuram,Construction of buildings for community cultural activities,NA - Construction of community centers and community halls,0.625,Ramanathapuram,330780.0,2000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53334,PRJ_4EF287DA77D1,Kani K Navas,Tamil Nadu,Ramanathapuram,Construction of buildings for community cultural activities,NA - Construction of community centers and community halls,0.625,Ramanathapuram,899406.0,2000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53275,PRJ_8E0DF1F468D4,S. Jagathrakshakan,Tamil Nadu,Arakkonam,Construction of footpaths and pedestrian ways,NA - Construction of culverts and bridges,0.642,Ranipet,700000.0,1500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53280,PRJ_691E31336A97,K Subbarayan,Tamil Nadu,Tiruppur,Construction of footpaths and pedestrian ways,NA - Construction of road under bridge,0.6154,Tiruppur,600000.0,4350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
55684,PRJ_691E31336A97,K Subbarayan,Tamil Nadu,Tiruppur,Construction of footpaths and pedestrian ways,NA - Construction of road under bridge,0.6154,Erode,1000000.0,4350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53282,PRJ_C1F338CAA904,Andimuthu Raja,Tamil Nadu,Nilgiris(Sc),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,The Nilgiris,699519.0,3140000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53507,PRJ_C1F338CAA904,Andimuthu Raja,Tamil Nadu,Nilgiris(Sc),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,The Nilgiris,599966.0,3140000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53284,PRJ_76B16F50D3C7,S. Jagathrakshakan,Tamil Nadu,Arakkonam,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for crèches and anganwadies,0.9811,Ranipet,1799989.0,1300000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
54343,PRJ_76B16F50D3C7,S. Jagathrakshakan,Tamil Nadu,Arakkonam,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for crèches and anganwadies,0.9811,Ranipet,1749689.0,1300000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
53308,PRJ_FB8E3A486AD5,Ganesan Selvam,Tamil Nadu,Kancheepuram(Sc),Installing community drinking water plants,WS/MP743/2023-2024/60618 - Installing community drinking water plants,0.7706,Chengalpattu,1500000.0,550000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53637,PRJ_FB8E3A486AD5,Ganesan Selvam,Tamil Nadu,Kancheepuram(Sc),Installing community drinking water plants,WS/MP743/2023-2024/60618 - Installing community drinking water plants,0.7706,Chengalpattu,749986.0,550000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53309,PRJ_925EFAAFEB72,D M Kathir Anand,Tamil Nadu,Vellore,Construction of public toilets and bathrooms,NA - Construction of buildings for crèches and anganwadies,0.5773,Vellore,957905.0,1500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53310,PRJ_925EFAAFEB72,D M Kathir Anand,Tamil Nadu,Vellore,Construction of public toilets and bathrooms,NA - Construction of buildings for crèches and anganwadies,0.5773,Vellore,884466.0,1500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53322,PRJ_4F3219273454,K Subbarayan,Tamil Nadu,Tiruppur,Providing drains and gutters for public drainage,NA - Providing supply pipelines for drinking water,0.5376,Erode,1500000.0,1800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53545,PRJ_4F3219273454,K Subbarayan,Tamil Nadu,Tiruppur,Providing drains and gutters for public drainage,NA - Providing supply pipelines for drinking water,0.5376,Erode,900000.0,1800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53326,PRJ_6992F098FCDA,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for crèches and anganwadies,0.9811,Kancheepuram,1008088.0,1357000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
53539,PRJ_6992F098FCDA,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,Construction of buildings for cr�ches and anganwadies,NA - Construction of buildings for crèches and anganwadies,0.9811,Chennai,3084454.0,1357000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
53336,PRJ_1BE1F8B763C4,Ganesan Selvam,Tamil Nadu,Kancheepuram(Sc),"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",NA - Construction of buildings for multi-gym,0.5039,Chengalpattu,999869.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53343,PRJ_8D65CE0C271B,Thirumaa Valavan Thol,Tamil Nadu,Chidambaram(Sc),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Cuddalore,597851.0,3600000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53360,PRJ_465E33144E3C,Andimuthu Raja,Tamil Nadu,Nilgiris(Sc),Purchase of hospital equipment,NA - Purchase Books for Library,0.5,The Nilgiris,490000.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53361,PRJ_465E33144E3C,Andimuthu Raja,Tamil Nadu,Nilgiris(Sc),Purchase of hospital equipment,NA - Purchase Books for Library,0.5,The Nilgiris,335000.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53365,PRJ_BAF29BDB9E98,S Venkatesan,Tamil Nadu,Madurai,Construction of buildings for community cultural activities,NA - Construction of Building as Study Centre and Toilet,0.6727,Madurai,1196125.0,2250000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53374,PRJ_657D5E6690BF,S. Jagathrakshakan,Tamil Nadu,Arakkonam,Providing CCTV camera system for security of public areas,NA - Providing drains and gutters for public drainage,0.5333,Ranipet,375000.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53379,PRJ_D61ADAF92610,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,Construction of bus-sheds or bus-stops,NA - Construction of buildings for multi-gym,0.6494,Kancheepuram,861325.0,2950000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53380,PRJ_D61ADAF92610,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,Construction of bus-sheds or bus-stops,NA - Construction of buildings for multi-gym,0.6494,Kancheepuram,3972031.0,2950000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53382,PRJ_C2F840A13D3F,Kani K Navas,Tamil Nadu,Ramanathapuram,Construction of rainwater harvesting structures,NA - Construction of bus-sheds or bus-stops,0.5647,Ramanathapuram,1109072.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53384,PRJ_B1C72F9739D9,D Ravikumar,Tamil Nadu,Viluppuram(Sc),Construction of buildings for community cultural activities,NA - Construction of buildings for crèches and anganwadies,0.6607,Viluppuram,794188.0,1400000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53524,PRJ_B1C72F9739D9,D Ravikumar,Tamil Nadu,Viluppuram(Sc),Construction of buildings for community cultural activities,NA - Construction of buildings for crèches and anganwadies,0.6607,Viluppuram,798521.0,1400000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53401,PRJ_D61ADAF92610,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",NA - Construction of buildings for multi-gym,0.5039,Kancheepuram,1399020.0,2950000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53402,PRJ_D61ADAF92610,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",NA - Construction of buildings for multi-gym,0.5039,Kancheepuram,1398880.0,2950000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53426,PRJ_D3E9B9BDEE86,S Venkatesan,Tamil Nadu,Madurai,Installing community drinking water plants,NA - Construction of community centers and community halls,0.5263,Madurai,261754.0,2000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53448,PRJ_8525CB574631,Kalanidhi Veeraswamy,Tamil Nadu,Chennai North,Development of public parks,NA - Development of playfields and sports grounds,0.507,Chennai,1646598.0,22000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
54021,PRJ_8525CB574631,Kalanidhi Veeraswamy,Tamil Nadu,Chennai North,Development of public parks,NA - Development of playfields and sports grounds,0.507,Chennai,592713.0,22000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53452,PRJ_3CEF5A9EB3B0,S Venkatesan,Tamil Nadu,Madurai,Setting up of kitchen and pantries,NA - Construction of public toilets and bathrooms,0.5385,Madurai,1464476.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53731,PRJ_3CEF5A9EB3B0,S Venkatesan,Tamil Nadu,Madurai,Setting up of kitchen and pantries,NA - Construction of public toilets and bathrooms,0.5385,Madurai,799780.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53473,PRJ_96FBCD2E4187,Manickam Tagore B,Tamil Nadu,Virudhunagar,Installing community drinking water plants,NA - Construction of community centers and community halls,0.5263,Madurai,754628.0,3000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
55533,PRJ_96FBCD2E4187,Manickam Tagore B,Tamil Nadu,Virudhunagar,Installing community drinking water plants,NA - Construction of community centers and community halls,0.5263,Virudhunagar,600000.0,3000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53475,PRJ_ACDE6C721958,Thirumaa Valavan Thol,Tamil Nadu,Chidambaram(Sc),Construction of water tanks,NA - Construction of toilet blocks,0.75,Ariyalur,1281161.0,2400000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53477,PRJ_ACDE6C721958,Thirumaa Valavan Thol,Tamil Nadu,Chidambaram(Sc),Construction of water tanks,NA - Construction of toilet blocks,0.75,Ariyalur,688387.0,2400000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53480,PRJ_C6FD45E7AAF6,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of boundary walls of existing public and community buildings,NA - Construction of community centers and community halls,0.619,Kanniyakumari,500000.0,2000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
55594,PRJ_C6FD45E7AAF6,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of boundary walls of existing public and community buildings,NA - Construction of community centers and community halls,0.619,Kanniyakumari,12980.0,2000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53517,PRJ_3C5EF48C2CC6,S Jothimani,Tamil Nadu,Karur,Purchase of books and periodicals for libraries/digitization of library books,NA - Purchase Books for Library,0.5049,Dindigul,100000.0,25000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
56430,PRJ_3C5EF48C2CC6,S Jothimani,Tamil Nadu,Karur,Purchase of books and periodicals for libraries/digitization of library books,NA - Purchase Books for Library,0.5049,Karur,269325.0,25000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53534,PRJ_F67532258B3F,CN Annadurai,Tamil Nadu,Tiruvannamalai,Lighting of public spaces,WS/MP508/2023-2024/51307 - Lighting of public spaces,0.6667,Tirupathur,600000.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
54432,PRJ_F67532258B3F,CN Annadurai,Tamil Nadu,Tiruvannamalai,Lighting of public spaces,WS/MP508/2023-2024/51307 - Lighting of public spaces,0.6667,Tiruvannamalai,969644.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53547,PRJ_C559463D0AC7,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,Construction of water tanks,NA - Construction of New Building,0.6909,Kancheepuram,901735.0,1715000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
55508,PRJ_C559463D0AC7,Thalikkottai Rajuthevar Baalu,Tamil Nadu,Sriperumbudur,Construction of water tanks,NA - Construction of New Building,0.6909,Kancheepuram,1556689.0,1715000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53577,PRJ_740351C4753B,Manickam Tagore B,Tamil Nadu,Virudhunagar,Construction of rooms and halls in school and colleges,NA - Construction of public toilets and bathrooms,0.551,Virudhunagar,1680546.0,1800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53578,PRJ_740351C4753B,Manickam Tagore B,Tamil Nadu,Virudhunagar,Construction of rooms and halls in school and colleges,NA - Construction of public toilets and bathrooms,0.551,Virudhunagar,3161122.0,1800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53609,PRJ_465E33144E3C,Andimuthu Raja,Tamil Nadu,Nilgiris(Sc),Purchase of books and periodicals for libraries/digitization of library books,NA - Purchase Books for Library,0.5049,The Nilgiris,470000.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
105731,PRJ_465E33144E3C,Andimuthu Raja,Tamil Nadu,Nilgiris(SC),Purchase of books and periodicals for libraries/digitization of library books,NA - Purchase Books for Library,0.5049,The Nilgiris,470000.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53624,PRJ_25EDF98901B1,D Ravikumar,Tamil Nadu,Viluppuram(Sc),"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Viluppuram,499668.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
55777,PRJ_25EDF98901B1,D Ravikumar,Tamil Nadu,Viluppuram(Sc),"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Viluppuram,1249980.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53653,PRJ_9CF57A7F4245,Karti P Chidambaram,Tamil Nadu,Sivaganga,Construction of stadiums,NA - Construction of water tanks,0.7451,Sivaganga,799537.0,600000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
105878,PRJ_9CF57A7F4245,Karti P Chidambaram,Tamil Nadu,Sivaganga,Construction of stadiums,NA - Construction of water tanks,0.7451,Sivaganga,799537.0,600000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53669,PRJ_691E31336A97,K Subbarayan,Tamil Nadu,Tiruppur,Construction of public irrigation facilities,NA - Construction of road under bridge,0.5714,Erode,709850.0,4350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53689,PRJ_F1662338CE5F,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of footpaths and pedestrian ways,NA - Construction of culverts and bridges,0.642,Kanniyakumari,927899.0,650000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
105347,PRJ_F1662338CE5F,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Construction of footpaths and pedestrian ways,NA - Construction of culverts and bridges,0.642,Kanniyakumari,927899.0,650000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53708,PRJ_9A9B4D203A95,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",NA - Construction of rooms and halls in school and colleges,0.6176,Kanniyakumari,149761.0,1800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53725,PRJ_9A9B4D203A95,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",NA - Construction of rooms and halls in school and colleges,0.6176,Kanniyakumari,997784.0,1800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
