row_id_22565,project_id,mp_name,state,constituency,work_22565,work_production,similarity_score,district_22565,expenditure_amount,allocation_amount,matching_method,confidence_category
16553,PRJ_C4B0A7760014,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Providing supply pipelines for drinking water,NA - Providing drains and gutters for public drainage,0.5376,Sirmaur,100000.0,50000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
16565,PRJ_51E8425A8363,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Development of public parks,NA - Development of playground,0.6538,Sirmaur,150000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
16682,PRJ_51E8425A8363,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Development of public parks,NA - Development of playground,0.6538,Sirmaur,50000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
16578,PRJ_8C3C533EFEE9,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Construction of toilet blocks,NA - Construction of water tanks,0.75,Sirmaur,100000.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
88377,PRJ_8C3C533EFEE9,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (SC),Construction of toilet blocks,NA - Construction of water tanks,0.75,Sirmaur,100000.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
16613,PRJ_939266BB0956,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Lighting of public spaces,NA - Setting up of kitchen and pantries,0.5085,Sirmaur,150000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
16834,PRJ_939266BB0956,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Lighting of public spaces,NA - Setting up of kitchen and pantries,0.5085,Shimla,300000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
16643,PRJ_7DF6A1E0C4F7,Anurag Singh Thakur,Himachal Pradesh,Hamirpur_Hp,Construction of stadiums,NA - Construction of culverts and bridges,0.7,Hamirpur,100000.0,150000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
16644,PRJ_7DF6A1E0C4F7,Anurag Singh Thakur,Himachal Pradesh,Hamirpur_Hp,Construction of stadiums,NA - Construction of culverts and bridges,0.7,Hamirpur,100000.0,150000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
16688,PRJ_555BDF37241A,Anurag Singh Thakur,Himachal Pradesh,Hamirpur_Hp,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Mandi,98710.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
16690,PRJ_555BDF37241A,Anurag Singh Thakur,Himachal Pradesh,Hamirpur_Hp,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Mandi,100000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
16754,PRJ_69C0E76F9DF0,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Construction of common work sheds/ common covered sitting area,WS/MP598/2023-2024/39936 - Construction of common work sheds/ common covered sitting area,0.8299,Sirmaur,200000.0,200000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
16883,PRJ_69C0E76F9DF0,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Construction of common work sheds/ common covered sitting area,WS/MP598/2023-2024/39936 - Construction of common work sheds/ common covered sitting area,0.8299,Shimla,50000.0,200000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
16884,PRJ_8C3C533EFEE9,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Construction of stadiums,NA - Construction of water tanks,0.7451,Shimla,150000.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
16885,PRJ_8C3C533EFEE9,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Construction of stadiums,NA - Construction of water tanks,0.7451,Shimla,100000.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
16928,PRJ_92E87334CD09,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Solan,200000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
16939,PRJ_92E87334CD09,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Solan,400000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
17103,PRJ_7DF6A1E0C4F7,Anurag Singh Thakur,Himachal Pradesh,Hamirpur_Hp,Construction of buildings for sports facilities,NA - Construction of culverts and bridges,0.6265,Hamirpur,150000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
17216,PRJ_7DF6A1E0C4F7,Anurag Singh Thakur,Himachal Pradesh,Hamirpur_Hp,Construction of buildings for sports facilities,NA - Construction of culverts and bridges,0.6265,Hamirpur,100000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
17109,PRJ_7DF6A1E0C4F7,Anurag Singh Thakur,Himachal Pradesh,Hamirpur_Hp,Construction of water tanks,NA - Construction of culverts and bridges,0.6984,Hamirpur,80000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
17307,PRJ_C4B0A7760014,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Providing CCTV camera system for security of public areas,NA - Providing drains and gutters for public drainage,0.5333,Shimla,200000.0,50000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
88108,PRJ_C4B0A7760014,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (SC),Providing CCTV camera system for security of public areas,NA - Providing drains and gutters for public drainage,0.5333,Shimla,200000.0,50000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
17518,PRJ_8E93FAA0951B,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),"Purchase of ambulances (Four, three and two wheelers)",NA - C/O AMBULANCE ROAD SARSOO,0.5333,Solan,400000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
88590,PRJ_8E93FAA0951B,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (SC),"Purchase of ambulances (Four, three and two wheelers)",NA - C/O AMBULANCE ROAD SARSOO,0.5333,Solan,400000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
17846,PRJ_B0C155B47144,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Installation of multi-gym equipment,WS/MP598/2023-2024/60188 - Installation of multi-gym equipment,0.7368,Solan,200000.0,200000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
88744,PRJ_B0C155B47144,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (SC),Installation of multi-gym equipment,WS/MP598/2023-2024/60188 - Installation of multi-gym equipment,0.7368,Solan,200000.0,200000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
17889,PRJ_3F7F4FCDC61C,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Construction of public toilets and bathrooms,NA - Construction of public libraries and reading rooms,0.7872,Shimla,200000.0,200000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
17932,PRJ_3F7F4FCDC61C,Suresh Kumar Kashyap,Himachal Pradesh,Shimla (Sc),Construction of public toilets and bathrooms,NA - Construction of public libraries and reading rooms,0.7872,Shimla,100000.0,200000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
18050,PRJ_6ADDDC5D5EA6,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of boundary walls of existing public and community buildings,NA - Construction of community centers and community halls,0.619,Ramban,182000.0,2500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18051,PRJ_6ADDDC5D5EA6,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of boundary walls of existing public and community buildings,NA - Construction of community centers and community halls,0.619,Ramban,189000.0,2500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18073,PRJ_F69355BDA758,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of public toilets and bathrooms,NA - Construction of toilet blocks,0.7123,Kathua,190000.0,1000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
18141,PRJ_F69355BDA758,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of public toilets and bathrooms,NA - Construction of toilet blocks,0.7123,Ramban,198700.0,1000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
18074,PRJ_F69355BDA758,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of water tanks,NA - Construction of toilet blocks,0.75,Kathua,191000.0,1000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
18192,PRJ_F69355BDA758,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of water tanks,NA - Construction of toilet blocks,0.75,Kathua,167000.0,1000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
18075,PRJ_026EF140BCDC,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",NA - Construction of flood control embankments,0.6074,Jammu,100700.0,280000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18076,PRJ_026EF140BCDC,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",NA - Construction of flood control embankments,0.6074,Jammu,130000.0,280000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18080,PRJ_2A1FC4A8BBEB,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of footpaths and pedestrian ways,NA - Construction of Footpaths/Pedestrian ways,0.9535,Ramban,131300.0,200000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
18094,PRJ_2A1FC4A8BBEB,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of footpaths and pedestrian ways,NA - Construction of Footpaths/Pedestrian ways,0.9535,Udhampur,187000.0,200000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
18082,PRJ_CD6C78813F48,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Jammu,294000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18133,PRJ_CD6C78813F48,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Jammu,278000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18103,PRJ_59A22EE40907,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,Construction of additional rooms and halls in the existing public and community building,WS/MP331/2023-2024/7691 - Construction of additional rooms and halls in the existing public and community building,0.88,Jammu,1147860.0,2500000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
18218,PRJ_59A22EE40907,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,Construction of additional rooms and halls in the existing public and community building,WS/MP331/2023-2024/7691 - Construction of additional rooms and halls in the existing public and community building,0.88,Jammu,810401.0,2500000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
18127,PRJ_AE5165BA0D02,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,"Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes",NA - Construction of culverts and bridges,0.5041,Jammu,317000.0,250000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18157,PRJ_6ADDDC5D5EA6,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Udhampur,182000.0,2500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18253,PRJ_6ADDDC5D5EA6,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Kathua,168000.0,2500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18230,PRJ_AA8A7D0B9F29,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,Construction of water tanks,NA - Construction of shelters for animals,0.7302,Jammu,90000.0,1500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
18318,PRJ_AA8A7D0B9F29,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,Construction of water tanks,NA - Construction of shelters for animals,0.7302,Jammu,167000.0,1500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
18265,PRJ_F69355BDA758,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of culverts and bridges,NA - Construction of toilet blocks,0.6769,Udhampur,166000.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18266,PRJ_F69355BDA758,Jitendra Singh,Jammu and Kashmir,Udhampur,Construction of culverts and bridges,NA - Construction of toilet blocks,0.6769,Udhampur,166000.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18476,PRJ_FFB2856BC21A,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,Purchase of sports equipment,WS/MP331/2023-2024/70419 - Purchase of sports equipment,0.6914,Jammu,496000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
89296,PRJ_FFB2856BC21A,Jugal Kishore Sharma,Jammu and Kashmir,Jammu,Purchase of sports equipment,WS/MP331/2023-2024/70419 - Purchase of sports equipment,0.6914,Jammu,496000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18488,PRJ_F69355BDA758,Jitendra Singh,Jammu and Kashmir,Udhampur,Creation of new ponds,NA - Construction of toilet blocks,0.56,Kathua,144000.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
89262,PRJ_F69355BDA758,Jitendra Singh,Jammu and Kashmir,Udhampur,Creation of new ponds,NA - Construction of toilet blocks,0.56,Kathua,144000.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18543,PRJ_FB00A66D836B,Annpurna Devi,Jharkhand,Kodarma,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Giridih,300000.0,250000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18548,PRJ_FB00A66D836B,Annpurna Devi,Jharkhand,Kodarma,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Giridih,300000.0,250000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18576,PRJ_E5C4C478C1BC,Chandra Prakash Choudhary,Jharkhand,Giridih,Construction of public staircase/ stair ghat for public convenience,NA - Construction of public toilets and bathrooms,0.5455,Giridih,349924.0,350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19103,PRJ_E5C4C478C1BC,Chandra Prakash Choudhary,Jharkhand,Giridih,Construction of public staircase/ stair ghat for public convenience,NA - Construction of public toilets and bathrooms,0.5455,Dhanbad,150000.0,350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18579,PRJ_63438D821D08,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),Construction of public staircase/ stair ghat for public convenience,NA - construction of staircase/ stair ghat for public convenience,0.944,Pakur,200214.0,201000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
18580,PRJ_63438D821D08,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),Construction of public staircase/ stair ghat for public convenience,NA - construction of staircase/ stair ghat for public convenience,0.944,Pakur,200940.0,201000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
18620,PRJ_C7D841881170,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Installing tube-wells and borewells,NA - Installing hand pumps,0.5714,Garhwa,270000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19298,PRJ_C7D841881170,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Installing tube-wells and borewells,NA - Installing hand pumps,0.5714,Garhwa,180000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18768,PRJ_A7B960B5B013,Annpurna Devi,Jharkhand,Kodarma,Construction of footpaths and pedestrian ways,NA - Construction of culverts and bridges,0.642,Koderma,399995.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
20162,PRJ_A7B960B5B013,Annpurna Devi,Jharkhand,Kodarma,Construction of footpaths and pedestrian ways,NA - Construction of culverts and bridges,0.642,Hazaribagh,399902.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
18881,PRJ_192399E38B84,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),"Purchase of ambulances (Four, three and two wheelers)",NA - Purchase of furniture and fixtures for educational purposes,0.5321,Garhwa,5960000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
89713,PRJ_192399E38B84,Vishnu Dayal Ram,Jharkhand,Palamu(SC),"Purchase of ambulances (Four, three and two wheelers)",NA - Purchase of furniture and fixtures for educational purposes,0.5321,Garhwa,5960000.0,100000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19002,PRJ_7A64B960ABEA,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),Construction of water tanks,WS/MP607/2023-2024/82767 - Construction of water tanks,0.6835,Sahebganj,45000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19003,PRJ_7A64B960ABEA,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),Construction of water tanks,WS/MP607/2023-2024/82767 - Construction of water tanks,0.6835,Sahebganj,45000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19105,PRJ_1C3A53784B22,Chandra Prakash Choudhary,Jharkhand,Giridih,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Dhanbad,150000.0,295300.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19130,PRJ_1C3A53784B22,Chandra Prakash Choudhary,Jharkhand,Giridih,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Dhanbad,125000.0,295300.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19372,PRJ_A700A8DC61D4,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Installing community drinking water plants,NA - Construction of community centers and community halls,0.5263,Garhwa,299970.0,400000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19380,PRJ_A700A8DC61D4,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Installing community drinking water plants,NA - Construction of community centers and community halls,0.5263,Garhwa,200000.0,400000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19665,PRJ_C603AF548645,Sanjay Seth,Jharkhand,Ranchi,Development of public parks,NA - Development of playground,0.6538,Ranchi,146475.0,158100.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19689,PRJ_C603AF548645,Sanjay Seth,Jharkhand,Ranchi,Development of public parks,NA - Development of playground,0.6538,Ranchi,439425.0,158100.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19684,PRJ_113E3CE221F3,Sanjay Seth,Jharkhand,Ranchi,Construction of public staircase/ stair ghat for public convenience,NA - construction of Public Safety Gate (See serial no.-18 on M.P.'s Letterhead),0.5693,Ranchi,197800.0,1147800.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19763,PRJ_113E3CE221F3,Sanjay Seth,Jharkhand,Ranchi,Construction of public staircase/ stair ghat for public convenience,NA - construction of Public Safety Gate (See serial no.-18 on M.P.'s Letterhead),0.5693,Ranchi,262550.0,1147800.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19736,PRJ_96219AEFF184,Sanjay Seth,Jharkhand,Ranchi,Construction of additional rooms and halls in the existing public and community building,NA - Construction of boundary walls of existing public and community buildings,0.795,Ranchi,935550.0,811500.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
19741,PRJ_96219AEFF184,Sanjay Seth,Jharkhand,Ranchi,Construction of additional rooms and halls in the existing public and community building,NA - Construction of boundary walls of existing public and community buildings,0.795,Ranchi,689775.0,811500.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
19749,PRJ_BF2F64C67D03,Sanjay Seth,Jharkhand,Ranchi,Construction of culverts and bridges,NA - Construction of community centers and community halls,0.6292,Ranchi,247800.0,1135800.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19797,PRJ_BF2F64C67D03,Sanjay Seth,Jharkhand,Ranchi,Construction of culverts and bridges,NA - Construction of community centers and community halls,0.6292,Ranchi,974175.0,1135800.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
19991,PRJ_222F69AD9206,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),Construction of platforms and passenger sheds at railway stations,WS/MP607/2023-2024/82019 - Construction of platforms and passenger sheds at railway stations,0.8387,Godda,75000.0,105000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
19992,PRJ_222F69AD9206,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),Construction of platforms and passenger sheds at railway stations,WS/MP607/2023-2024/82019 - Construction of platforms and passenger sheds at railway stations,0.8387,Godda,75000.0,105000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
20166,PRJ_FB00A66D836B,Annpurna Devi,Jharkhand,Kodarma,Construction of public staircase/ stair ghat for public convenience,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.5211,Hazaribagh,299243.0,250000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
20316,PRJ_FB00A66D836B,Annpurna Devi,Jharkhand,Kodarma,Construction of public staircase/ stair ghat for public convenience,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.5211,Giridih,299046.0,250000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
20365,PRJ_6A31D09470C8,Sanjay Seth,Jharkhand,Ranchi,Renovation of ponds and lakes,WS/MP435/2023-2024/45341 - Renovation of ponds and lakes,0.6988,Ranchi,393750.0,479400.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
90413,PRJ_6A31D09470C8,Sanjay Seth,Jharkhand,Ranchi,Renovation of ponds and lakes,WS/MP435/2023-2024/45341 - Renovation of ponds and lakes,0.6988,Ranchi,393750.0,479400.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
20634,PRJ_373687DEE7E4,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Sahebganj,30000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
20657,PRJ_373687DEE7E4,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Sahebganj,60000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
20673,PRJ_92A50EAA72A1,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP607/2023-2024/81991 - Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",0.8756,Sahebganj,75000.0,225000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
20766,PRJ_92A50EAA72A1,Vijay Kumar Hansdak,Jharkhand,Rajmahal(St),"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","WS/MP607/2023-2024/81991 - Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",0.8756,Sahebganj,175000.0,225000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
21049,PRJ_7EB720016880,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Construction of rainwater harvesting structures,NA - Construction of bus-sheds or bus-stops,0.5647,Palamu,449760.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21149,PRJ_7EB720016880,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Construction of rainwater harvesting structures,NA - Construction of bus-sheds or bus-stops,0.5647,Palamu,299840.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21060,PRJ_F1DF59D6FCA5,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Palamu,239580.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21061,PRJ_F1DF59D6FCA5,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Palamu,120000.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21085,PRJ_7A57DBD2D8E1,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Lighting of public spaces,NA - Construction of public irrigation facilities,0.5217,Palamu,310000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21090,PRJ_7A57DBD2D8E1,Vishnu Dayal Ram,Jharkhand,Palamu(Sc),Lighting of public spaces,NA - Construction of public irrigation facilities,0.5217,Palamu,168000.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21269,PRJ_31CE5CA07581,Chandra Prakash Choudhary,Jharkhand,Giridih,Construction of footpaths and pedestrian ways,"NA - Construction of roads, approach roads, link roads and pathways",0.6095,Bokaro,20000.0,350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21277,PRJ_31CE5CA07581,Chandra Prakash Choudhary,Jharkhand,Giridih,Construction of footpaths and pedestrian ways,"NA - Construction of roads, approach roads, link roads and pathways",0.6095,Bokaro,180000.0,350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
21289,PRJ_EDA5366337BF,Chandra Prakash Choudhary,Jharkhand,Giridih,Construction of public irrigation facilities,WS/MP334/2023-2024/24378 - Construction of public irrigation facilities,0.7788,Bokaro,300000.0,315600.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
89680,PRJ_EDA5366337BF,Chandra Prakash Choudhary,Jharkhand,Giridih,Construction of public irrigation facilities,WS/MP334/2023-2024/24378 - Construction of public irrigation facilities,0.7788,Bokaro,300000.0,315600.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
21676,PRJ_46C9BDDFED5F,Pralhad Venkatesh Joshi,Karnataka,Dharwad,Installing community drinking water plants,NA - Construction of community centers and community halls,0.5263,Dharwad,417642.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
