vendor_name,total_expenditure,tx_count,mp_count,constituency_count,district_count
GRAM PANCHAYAT MEGHALPUR,599709.0,2,1,1,1
Construction of Community Cultural actives at Brihattar Rukmini Nagar Socio Cultural centre Ranga,599688.0,1,1,1,1
VEJAVADA GRAM PANCHAYAT,599655.0,3,1,1,1
Jeyarani K,599644.0,1,1,1,1
Gram Panchayat Marhana,599622.0,6,1,3,1
GRAM PANCHAYAT HARIPURA,599604.0,5,1,1,1
GP Dhourabhatha,599601.0,4,1,2,2
RANEKPAR GRAM PANCHAYAT,599589.0,3,1,1,1
PRAGATHI ENTERPRISES,599574.0,2,1,1,1
GRAM PANCHAYAT PONDIDIH,599571.0,4,1,1,2
SARPANCH SACHIV GRAM PANCHAYAT MEDUKA,599570.0,5,1,1,2
M DEVARAJA REDDY,599552.0,3,1,2,1
KETKI ENTERPRISE,599550.0,3,1,1,1
MS WELCOME CONSTRUCTION,599550.0,3,1,2,1
DEVINAPURA GRAMPANCHAYAT,599538.0,3,1,1,1
SPR TRADERS,599528.0,1,1,1,1
INGORALA GRAM PANCHAYAT,599508.0,3,1,1,1
DEVAJIT PHUKON,599496.0,9,1,1,1
GOYAL MILL STORE,599444.0,10,1,1,1
Maa Durga Workshop,599436.0,12,1,1,1
RADHA K,599435.0,1,1,1,1
Biren Sing Hanse,599424.0,2,1,2,1
PARVDI GRAM PANCHAYAT,599408.0,2,1,1,1
GURWINDER SINGH,599400.0,10,3,4,3
SUDEEP ACHARY,599379.0,3,1,1,1
SHAILENDRA SINGH PAWAR,599370.0,3,1,1,1
SALUN TALPAD GRAM PANCHAYAT,599360.0,6,1,1,1
MS NNR INFRASTRUCTURE,599342.0,4,1,1,1
Gotarka Gram Panchayat,599330.0,2,1,1,1
NAVAMANKA GRAM PANCHAYAT,599277.0,3,1,1,1
KANNAN G,599264.0,1,1,1,1
Nayan Buragohain,599226.0,9,1,1,1
SARKUI GRAM PANCHAYAT,599194.0,2,1,2,1
KHAJURIYA GRAM PANCHAYAT,599192.0,2,1,1,1
C AMBETHKAR,599184.0,3,1,1,1
BALAJI G,599176.0,1,1,1,1
Gram Panchayat Kathana,599175.0,3,1,1,1
SUNSHINE CONSTRUCTION,599157.0,3,1,1,1
Shankra Gram Panchayat,599148.0,3,1,1,1
Prabhakaran K,599148.0,3,1,1,1
PRESIDENT VILLAGE LEVEL COMMITTEE MADAPUR GP ATLOOR M,599145.0,3,1,1,1
SINAJ ANANDPURA GRAM PANCHAYAT,599097.0,3,1,1,2
GRAM PANCHAYAT DEVDHI,599062.0,4,1,2,1
A SURESH,599040.0,3,1,1,1
ANBARASAN CONTRACTOR,599022.0,3,1,1,1
MANORANJAN PATI,599004.0,3,1,2,1
GRAM PANCHAYAT JASALPUR,599000.0,4,1,1,1
Ramachandran Govindasamy,598974.0,1,1,1,1
POOJA ENTERPRISES,598968.0,1,1,1,1
VANODA GRAMPANCHAYAT,598954.0,2,1,1,1
SARPANCH SACHIV GRAM PANCHAYAT LATKONI,598953.0,6,1,1,2
Singla brick kiln,598917.0,9,1,1,1
BAIDYA ENTERPRISE,598914.0,3,1,1,1
GP WANOLI I,598908.0,3,1,1,1
Mansa Gram Panchayat,598875.0,3,1,1,1
BADALPURA GRAM PANCHAYAT,598842.0,2,1,1,1
NANDITHA ENTERPRISES,598842.0,1,1,1,1
PIPLANA GRAM PANCHAYAT,598815.0,3,1,1,1
VASANTH ANDISAMY,598810.0,1,1,1,1
GANGA ELECTRIC,598796.0,1,1,1,1
BASUDEB ENTERPRISE,598743.0,6,1,1,1
ADITYA RAJU DONODE,598738.0,2,1,2,1
RAJAT ENTERPRISE,598728.0,3,1,1,1
KALYAN CONSTRUCTION COMPANY,598703.0,1,1,1,1
Shyamal Chakraborty,598701.0,3,1,1,1
Himmatpura Juth Gram Panchayat,598698.0,2,1,1,1
shamsherpura gram panchayat,598689.0,3,1,1,1
Sarpanch Sachiv Gram Panchayat Devrikala,598677.0,6,1,1,2
MOLLA ENTERPRISE,598677.0,3,1,1,1
SIDHESWARI CONSTRUCTION,598590.0,3,1,1,1
kalpana enterprise,598548.0,3,1,1,1
Dasari PRaveen,598518.0,3,1,2,1
MAHIITADI GRAMPANCHAYAT,598414.0,2,1,1,1
JAKHEL GRAM PANCHAYAT,598413.0,3,1,1,1
SUKVAL GROUP GRAM PANCHAYAT,598413.0,3,1,1,1
ZEE ENTERPRISES,598410.0,2,1,1,1
MS Manzoor Builders,598400.0,1,1,1,1
MAGGIDI CHINNA REDDY,598362.0,3,1,1,1
ANJAN KALITA,598320.0,2,1,1,1
MIROVNIK ENTERPRISES LIMITED LIABILITY P,598284.0,2,1,1,1
Thangavel Duraisamy,598272.0,3,1,1,1
Gram Panchayat Kadaiya,598203.0,6,1,1,1
TANMOY ENTERPRISE,598154.0,1,1,1,1
ABHILASH M S,598150.0,2,1,1,1
AYAZ ENTERPRISE,598122.0,3,1,2,1
Gurmail Singh,598102.0,6,2,2,2
FAHIM ENTERPRISE,598086.0,3,1,1,1
ARAJANPUR KOT GRAM PANCHAYAT,598053.0,4,1,1,1
BAMBHANIYA GRAMPANCHAYAT,598046.0,2,1,1,1
MS SOURAV,597864.0,3,1,2,1
CHENNAI HORTICULTURE SERVICE SOCIETY,597851.0,1,1,1,1
Sarpanch Sachiv Gram Panchayat Patharri,597828.0,6,1,1,2
Rinku Borgohain,597789.0,9,1,1,1
SIKHA CHETIA BORUAH,597780.0,6,1,1,1
SARODA GRAM PANCHAYAT,597744.0,3,1,1,2
ANUPAM MONDAL,597654.0,3,1,1,1
THE BHADRADA JUTH GRAM PANCHAYAT,597534.0,3,1,1,1
SRIJANE GROUP,597375.0,2,1,1,1
MAAN CONSTRUCTIONS,597134.0,2,1,1,1
KIRUTHIGA CONSTRUCTION,597090.0,3,1,1,1
Sagar Pandurang Patil,597025.0,1,1,1,1
GRAM PANCHAYAT BIRLOKA,596845.0,1,1,1,1
OM CONSTRUCTION,596724.0,2,2,2,2
SDS Construction,596607.0,3,1,1,1
Sika Tokbipi,596505.0,9,1,2,1
SARPANCH GRAM PANCHAYAT BAJJARWADA,596485.0,14,1,1,1
MS LAXMI COMPUTER AND BATTERY,596458.0,1,1,1,1
Shri Ram Traders,596400.0,3,1,1,1
BHARTI HARDWARE PRO SURESH RAM,596390.0,1,1,1,1
D Sujatha,596262.0,3,1,1,1
JUNIOR ENGINEER MARSHAGHAI BLOCK 7,596261.0,1,1,1,1
The Sharda coop l and socity ltd,595932.0,3,1,1,1
GARMPANCHAYAT MAHMMADPURA,595761.0,3,1,1,1
Roshan Infra,595683.0,3,1,1,1
DURGA PRASAD RAI,595539.0,1,1,1,1
R K COMPUTER,595500.0,3,1,2,1
SUKHMAN TRADING CO,595400.0,5,1,1,1
UMIYAPURA GRAM PANCHAYAT,595245.0,3,1,1,1
GRAM PANCHAYAT NAVA VAGHANIYA,595200.0,2,1,1,1
N N ROAD CONSTRUCTION,595162.0,1,1,1,1
Thandi Building Store,595052.0,10,1,2,1
Gram pancahyat chilak,595000.0,8,1,1,1
Sri V Sreekanth Reddy President VLWC Mahanandipalli,594993.0,3,1,1,2
Gajanan Maharaj Majur Kamgar Sahakari Sanstha Maryadit Pandharkawadea,594833.0,1,1,1,1
JAY SHREE SHITLA MATA BUILDING MATERIAL SUPPLIERS,594450.0,3,1,2,1
REJI S,594367.0,1,1,1,1
SAINI ENTERPRISES,594096.0,3,1,1,2
Bharat Construction,594094.0,1,1,1,1
Gella Radhika Contractor,594065.0,5,1,1,1
M K AGENCY,594045.0,3,1,1,1
BHAIYAJI SPORTS AND STATIONARY,594000.0,6,1,2,1
Sonthar,594000.0,3,1,1,1
Tharr,594000.0,3,1,1,1
Palki,594000.0,3,1,1,1
GALAKOTI CONSTRUCTION AND SUPPLIER,594000.0,4,1,1,1
MS HALIM SK,593362.0,1,1,1,1
CHANDRA KANT MANI,593277.0,1,1,1,1
Pavan Ganesh Majur Sah Sanstha LTD Kharwandi,593193.0,1,1,1,1
NALLA BUCHI REDDY,593181.0,2,1,1,1
Jay durge Poorve Madhymik  vidhyalay,593030.0,1,1,1,1
K Bhaskar Rao,593028.0,3,1,2,1
M S Shri Ram Bricks Co,593007.0,15,1,1,1
GRAM PANCHAYAT ROOL CHANDAWAT,593004.0,3,1,1,1
Narayan Khuntia,592754.0,2,1,1,1
Garg Iron Store,592713.0,9,1,1,1
ADITYA CONSTRUCTIONS,592497.0,3,1,1,1
GAGANDEEP Singh,592024.0,2,1,1,1
CHALODA GRAM PANCHAYAT,591972.0,3,1,1,2
Seema Sudhakar Reddy,591815.0,1,1,1,1
KANTESH DODDHANUMANTHAPPA BASAPPANAVAR,591645.0,6,1,1,1
JAY VIND KUMAR SINGH,591292.0,1,1,1,1
SHER GRAM PANCHAYAT,591060.0,3,1,1,2
VANDARIYA CHORAMALA GROUP GRAM PANCHAYAT,591000.0,3,1,1,1
MS JK WULLAR TRADERS,590904.0,3,1,1,1
GRAM PANCHAYAT BHIMDEVAL,590770.0,2,1,1,1
RAINU CEMENT AND BUILDING MATERIAL STORE,590700.0,6,1,1,1
PREMALATHA POLU,590649.0,3,1,2,1
DHINDSA CONTRACTOR,590616.0,3,1,2,1
103001384008,590584.0,2,1,1,1
VILLAGE PANCHAYAT SANTH,590529.0,6,1,1,1
GRAM PANCHAYAT SUNGAL,590145.0,6,1,1,1
Keerthi Builders,590118.0,1,1,1,1
GP PATER MP,590000.0,7,1,3,1
JMB Associates,590000.0,1,1,1,1
CHHAPRA GRAM PANCHAYAT,589950.0,3,1,1,1
SANSOLI GRAM PANCHAYAT,589557.0,6,1,1,1
VAMALI GRAM PANCHAYAT,589380.0,3,1,1,1
K Sai Kiran,589254.0,3,1,1,1
SARSWATI SHISHU MANDIR CHURAHAT,589023.0,9,1,1,1
SOJALI GRAM PANCHAYAT,588939.0,3,1,1,1
Dolpura gram panchayat,588603.0,3,1,1,1
sundha gram panchayt,588297.0,3,1,1,1
VANSOLI GRAM PANCHAYAT,588297.0,3,1,1,1
NAGADIYA GRAM PANCHAYAT,588268.0,2,1,1,1
ANUJ KUMAR PANDEY,588102.0,1,1,1,1
Ishtiyaq Ahmad Sofi,588081.0,3,1,1,1
Lotus Medical  Systems,588000.0,1,1,1,1
New Balaji Surgicals,588000.0,3,1,2,1
Ramakant Rana,587992.0,2,1,1,1
Carevel Medical Systems Pvt Ltd,587980.0,1,1,1,1
NUKALA SRINIVASARAO,587734.0,1,1,1,1
ADHIKARY ENGINEERING WORKS AND CIVIL BUILDING CONTRACTOR,587706.0,3,1,1,1
TRUSTED WALLS,587643.0,3,1,1,1
Mahendra Singh,587442.0,6,2,2,2
Danaiah,587374.0,2,1,2,1
Kavva Devender Reddy,587102.0,1,1,1,1
lolada gram panchayat,587082.0,3,1,1,1
MS Ali Construction,586967.0,1,1,1,1
ANUPSINGH VIJAYSINGH RAJPUT,586926.0,1,1,1,1
TRILOK SINGH NAULA,586548.0,5,1,1,1
SRI SAI RAM BOREWELLS CTR,585099.0,3,1,1,1
THE SHIV SHANKAR COOP LC SOCIETY LTD,585046.0,2,1,1,1
CEO Janpad Katghora,585000.0,4,1,1,1
NEW POPULAR ENTERPRISE,584982.0,3,1,1,1
Jai Durga Enterprises,584970.0,8,1,2,1
SAMALESWARI SUPPLIERS,584707.0,1,1,1,1
Sumith P Thadathil,584676.0,2,1,1,1
SARADA ENGINEERING WORKS,584616.0,3,1,1,1
Pratima Construction,584000.0,4,1,1,1
GRAM PANCHAYAT JEVRA N,584000.0,2,1,1,1
GRAMPANCHAYAT UNDEGAON TAL BARSHI,583364.0,2,1,1,1
Bondla Kishan,583149.0,3,1,1,1
Moina Terangpi,583035.0,9,1,2,1
MS MALLICK SUPPLIERS,582839.0,3,1,1,1
MS M S I ENTERPRISE,582714.0,3,1,1,1
SUNAMI ENTERPRISE,582627.0,3,1,1,1
A N KANNAN,582382.0,1,1,1,1
SRIRANGA,582362.0,2,1,1,1
SHRI MEWADA CONSTRUCTION,582303.0,2,1,1,2
B N MAMATHA,582158.0,4,1,1,1
Imtiaz Ahmed,582000.0,3,1,1,1
Manzoor Ahmed,582000.0,3,1,1,1
MOHD ZAINAT,582000.0,1,1,1,1
AKMAL KHAN,581919.0,1,1,1,1
Madhuryamayee Jena,581600.0,4,1,1,2
R V INDUSTRIES,581596.0,1,1,1,1
Surendra Kumar Mishra,581149.0,3,1,1,1
SHRI RAM INTERLOCK TILE INDUSTRY,580959.0,10,1,1,1
DEBARGHYA CONSTRUCTION,580536.0,1,1,1,1
DEVAKI CONSTRUCTIONS,580000.0,1,1,1,1
SUNRISE ASSOCIATES,579988.0,2,1,1,1
C B PRAKASH,579932.0,1,1,1,1
Gram Panchayat Kasor,579932.0,7,1,1,1
G Ramesh,579914.0,3,1,1,1
BUTTAR TRADERS,579750.0,9,1,1,1
RANVANSHI GRAM PANCHAYAT,579420.0,2,1,1,1
N K ENTERPRISE,578632.0,3,1,1,1
NANDHINI CONSTRUCTION,577937.0,1,1,1,1
PRAFULLA CHANDRA BEHERA,577437.0,3,1,2,1
GOYAL IRON STORE,576756.0,15,1,1,1
GANPATI PASHU AHAR UDYOG,576672.0,3,1,1,1
Patto Cement Store Nihal Singh Wala,576642.0,8,1,2,1
HRISHIKESH VIJAY CHORE,576472.0,1,1,1,1
PADUM KANT,576324.0,2,1,1,1
SHRI MADHGAM GRAM PANCHAYAT,576226.0,2,1,1,1
SHREE SHANKAR TRADERS,575688.0,1,1,1,1
Sachiv Ggem panchayat Behrakhedi,575000.0,8,1,1,1
SURESH CHANDRA SAHOO,574806.0,3,1,1,1
Sahota Building Material,574690.0,2,1,1,1
UNIQUE ELECTRICALS,574509.0,1,1,1,1
Rivina Construction,573927.0,3,1,2,1
MS B ENTERPRISE,573843.0,3,1,1,1
MIYANI GRAM PANCHAYAT,572933.0,2,1,1,1
Samgra shikha vbhiyan Dungarpur,572500.0,1,1,1,1
SUBHASHREE BISWAL,572454.0,3,1,2,1
SHIRIN ENTERPRISE,572349.0,3,1,1,1
Singsar Gram Panchayat,572082.0,2,1,1,1
LAKSHMANA,571836.0,1,1,1,1
JIJO VARGHESE,571785.0,2,1,1,1
DES RAJ DHINGRA and CO,571410.0,13,1,2,1
SAHIL KUMAR BHOGAL,571200.0,5,1,1,1
V PRASAD,570489.0,3,1,2,1
YATING TAKO,570387.0,3,1,1,1
TATEM TABING,570387.0,3,1,1,1
TAKAR GAO,570090.0,3,1,1,1
NONGGER GAO,570090.0,3,1,1,1
GRAM PANCHAYAT TIRLA JANPAD PANCHAYAT TIRLA,570000.0,3,1,2,1
Singla Sales Corporation,570000.0,15,1,1,1
Gautam Traders,569728.0,24,1,2,1
HPSCSC KANDRORI,569700.0,12,1,1,1
Puspanjali Associates,569291.0,1,1,1,1
SURYA NARAYAN LENKA,568748.0,2,1,1,1
Man Mohan,568200.0,2,1,1,1
Sunny Electrical Co,567277.0,3,1,1,1
ANAND ELECTRICALS AND ELECTRONICS,567000.0,3,1,1,1
ANNAPURNA ENTERPRISES,566872.0,1,1,1,1
BOMMI SHANKARA,566714.0,3,1,1,1
MR MIHIR KUMAR TUDU,566669.0,2,1,1,1
Laxmi Bricks Manufacturing Co,566400.0,16,1,1,1
Member GPC GUDAVALI,565906.0,2,1,1,1
JYOTI SOLAR ENTERPRISE,565716.0,3,1,1,1
JAY SARDAR CEMENT PRODUCTS,564984.0,2,1,1,1
BADARUDEEN K,563869.0,1,1,1,1
PSN Automobiles Pvt LTD,563523.0,6,2,2,2
Asif Ahmad Bhat,563316.0,3,1,1,1
ROMESH CHANDER,563000.0,1,1,1,1
The Guru kipra CoOp L and C Society LTD,562614.0,2,1,1,1
SUDHAKAR RATHOD,562500.0,3,1,1,1
REP BEN OF DHARMASALA BINAMANDIR CLB GRP,562500.0,3,1,1,1
REN DSA BUILDING BILASIPARA GROUND FLOOR,562500.0,3,1,1,1
SUGREEV,562500.0,3,1,1,1
CONSTRUCTION OF TOILET BLOCK NEAR HAJI M,562500.0,3,1,1,1
Mohanakumara D G,562500.0,3,1,1,1
M A Haleem,562500.0,2,1,1,1
CON COMMUNITY HALL NR BLP HAJJ BHAWAN,562500.0,3,1,1,1
ESHWAR,562500.0,3,1,1,1
PERIYASAMY PERIYANNAN,562476.0,1,1,1,1
SUSHILA CONSTRUCTION,562257.0,1,1,1,1
Gora Cooperative L and C  Society,562147.0,2,1,1,1
ZAREPPA,561750.0,2,1,1,1
OTIS ELEVATOR COMPANY  LTD,561629.0,1,1,1,1
GRAM PANCHAYAT KURUD SILYARI,560557.0,4,1,1,1
MUNISH TILE FACTORY,560418.0,18,1,1,1
DORBAR SHNONG LAITMAWSIANG,560000.0,3,1,1,1
gp chikhali,560000.0,2,1,1,1
SUSANTA KUMAR SAHOO,560000.0,14,1,1,1
SDMC GPS BAMANIYAWALA,560000.0,5,1,1,1
PRAMOD KUMAR RAY,559800.0,1,1,1,1
Chaman Lal Sharma,559500.0,3,1,1,1
Sanjib Gogoi,558612.0,11,1,1,1
A M Dan And Son,558588.0,3,1,1,1
NARAYANA BEHERA,558216.0,3,1,2,1
THE RAJESH CO OP L AND C SOCIETY LTD KATHURA,558160.0,1,1,1,1
Instalimb India Private Ltd,558000.0,3,1,2,1
LAKHAN PATEL,558000.0,11,1,1,1
GANAPATI PIPES AND INDUSTRIES PVT LTD,557854.0,1,1,1,1
RAJ NARAYAN BIND,557756.0,2,1,1,1
SUNEEL KUMAR REDDY BIJIVEMULA,557531.0,1,1,1,1
SUNIL ENTERPRISE,557244.0,1,1,1,1
HP CONSTRUCTION COMPANY,557041.0,1,1,1,1
GRAMIN MAHILA MAHAVIDDYALAYA RANIPUR RAZMO,556000.0,1,1,1,1
Shanmugapriyan M,555127.0,2,1,1,1
Kaka Singh,555124.0,7,1,1,1
Gram pancahyat chopna,555000.0,7,1,1,1
SOURABH HARDWERE AND CENETARY WARE,555000.0,6,1,1,1
Gram pancahyat sagoniya,555000.0,7,1,1,1
Singh ENgg Works,554250.0,3,1,2,1
G N SANITARY AND TILE STORE,553983.0,16,1,1,1
CHHOTALA SAFETY PRODUCTS PVT LTD,553872.0,5,2,2,1
Rakesh Kumar,552784.0,8,3,3,3
BINALBEN VIPULKUMAR DAVE,552168.0,3,1,1,1
MARUTI BUILDNEST PVT LTD,551718.0,3,1,1,1
AMRUT ENTERPRISE,551601.0,6,1,1,1
KIRAN DAS Y L,551251.0,1,1,1,1
BLOCK DEV OFFICER NUAGAON,551048.0,31,1,1,2
Darshan Singh,550907.0,9,2,3,2
NAMDAR SK,550698.0,1,1,1,1
Parmar Tiles,550200.0,9,1,2,1
Sarpanch Gram Panchayat JHIRIYA,550000.0,5,1,1,1
SMC GSSS PHUSANION KA TALLA,550000.0,1,1,1,1
CH ROSHAN PATRO,550000.0,2,1,1,1
GP Chandyal,550000.0,8,1,1,1
Jayant Prasad Yadav,550000.0,4,1,1,1
GP Dharmpur,550000.0,5,1,2,1
GP Majhog Sultani,550000.0,18,1,3,1
GRAM PANCHAYAT HADWADO JANPAD PANCHAYAT SIDHI,550000.0,9,1,1,1
Gram panchayat Nauni,550000.0,4,1,2,1
ASSISTANT ENGINEER KORAPUT BLOCK,550000.0,2,1,1,1
GP Barog,550000.0,4,1,2,1
BIJAY KUMAR TUDU,550000.0,2,1,1,1
AE SUNITA MAHARA NANDAPUR 3,550000.0,2,1,1,1
GRAM PANCHAYAT HARRAI BLOCK CHAVARPATHA,550000.0,5,1,1,1
GP Balag,550000.0,5,1,2,1
S  Q TECHNOLOGIES,549995.0,2,1,1,1
GRAM PANCHAYAT KANTHARIYA,549977.0,3,1,1,1
GRAM PANCHAYAT MITLI,549816.0,3,1,1,1
GRAM PANCHAYAT KERALA,549752.0,2,2,2,2
SARPANCHSHRI AMUDH GRAM PANCHAYAT,549561.0,3,1,1,1
FAROOQ AHMAD DAR,549400.0,1,1,1,1
SOMAYYA MATHAPATI,549018.0,2,1,1,1
Shivakumar Venkatagiriyappa,549013.0,2,1,1,1
GOURAV SHARMA,549000.0,3,1,1,1
BIKE SINGH,549000.0,3,1,1,1
MONGHROLI GRAM PANCHAYAT,548883.0,3,1,1,1
KANJODA GRAM PANCHAYAT,548833.0,4,1,1,1
ANIL KURIAKOSE,548461.0,2,1,1,1
DELA GRAM PANCHAYAT,548154.0,3,1,1,1
MOHAMMED BASHEER MT,548054.0,2,1,1,1
Parwinder Kaur Sarpanch,547839.0,14,1,1,1
JANGOM JYOTI BORA,547800.0,1,1,1,1
RAMNIVAS,547797.0,3,1,1,1
Shree Hari Traders,547770.0,11,1,1,1
Kondapalli Narendra,547725.0,2,1,1,1
Vikram Singh,547620.0,11,2,3,2
YADAV TRADERS,547200.0,8,1,2,1
GRAM PANCHYAT KEVLARI,546879.0,8,1,1,1
mesrs chimanlal,546836.0,1,1,1,1
MISS PRAVATI MOHAPATRA,546738.0,2,1,1,1
GARG BUILDERS,546144.0,12,1,1,1
ZARKHALI JUTH GRAM PANCHAYAT,546087.0,3,1,2,1
PAR EXCELLENCE IT SOLUTIONS,546000.0,2,1,1,1
ANMOL KOHLI,546000.0,3,1,1,1
DB ROYAL CONSTRUCTIONS,545483.0,1,1,1,1
Ritimukta Swain,544863.0,3,1,1,2
SAHIRUL HISAB,544586.0,1,1,1,1
J G  AND CO SHASHANK J G,543750.0,3,1,1,1
Golap Saikia,543670.0,5,1,1,1
The Swati Coop LC Society Ltd,543402.0,1,1,1,1
G KALESHA,543219.0,3,1,1,1
SHREE BALJI IRON STORE,542563.0,5,1,1,1
Suresh Babu K B,541900.0,1,1,1,1
Rajwinder Kumar,541410.0,15,1,2,1
BORUAH HARDWARE AND FABRICATION,540558.0,8,1,1,1
Mustafa Mustaqul Islam,540298.0,5,1,1,1
CONST COMMITTEE OF COMMUNITY HALL AT AMGURI KETE,540000.0,1,1,1,1
GRAM PANCHAYAT BARI,540000.0,3,1,2,1
GRAM PANCHAYAT KADWA,540000.0,3,1,2,1
BR ENTERPRISE,540000.0,3,1,1,1
gram panchayat pusalda,540000.0,3,1,2,1
GRAM PANCHAYAT BASATA,540000.0,3,1,2,1
MOOL BHOOT GRAM SABHA KUDARI,540000.0,4,1,2,1
Late Ram Sunder Shukls Smarak Kanya Inter Collage Sikatiya,540000.0,3,1,1,1
Sarpanch Sachiv Gram Panchayat Beljhiriya,540000.0,4,1,1,2
Gram pancahyat churikhurd,540000.0,5,1,1,1
GRAM PANCHYAT NER,540000.0,6,1,1,1
SARPANCH SACHIV GRAM PANCHAYAT DONAGARIYA,540000.0,4,1,1,2
SARPANCH SACHIV GRAM PANCHAYAT MASURIKHAR,540000.0,4,1,1,2
GP Kotla Panjola,540000.0,3,1,2,1
GP Sariun,540000.0,3,1,2,1
gram panchayat sagarpur,540000.0,3,1,2,1
GRAM PANCHAYAT GATHEWARA,540000.0,3,1,2,1
GP SENDAR,540000.0,4,1,1,1
GANESH ENTERPRISE,540000.0,3,1,1,1
GP Panoh,540000.0,3,1,3,1
GRAM PANCHYAT RAJAKHOH,540000.0,3,1,1,1
Gram Panchayat Salah Jandrah,540000.0,4,1,1,1
GRAM PANCHYAT KHAPAKLA,540000.0,3,1,1,1
GP Choru,540000.0,6,1,3,1
GRAM PANCHAYAT DERI,540000.0,3,1,2,1
AMBAVAD GRAM PANCHAYAT,539830.0,2,1,1,1
RAMAN CEMENT AND SHUTTERING Store,538996.0,13,1,1,1
BALKAR SINGH,538834.0,8,1,1,1
Anadhan Contractor,538463.0,1,1,1,1
Bimalendu Maity,538441.0,1,1,1,1
Niraj Sharma,538200.0,3,1,1,1
GRAM PANCHAYAT MUDIYA,537500.0,8,1,2,1
G K INDUSTRIES,537097.0,5,1,2,1
Gopidi Dhanunjay,536440.0,2,1,1,1
THOTA RAJA REDDY,536440.0,2,1,1,1
Gaddam Srinivas Reddy,536440.0,2,1,1,1
K AADHI REDDY,536246.0,2,1,1,1
Hardeep Singh,535715.0,13,3,3,3
The sachdeva Co operative labour and Construction,535102.0,1,1,1,1
Sumarlang Lyngdoh,535000.0,2,1,1,1
Gupta Tiles Studio,534642.0,5,1,2,1
The Manoj Pannu Co Op LC Society Ltd,533957.0,1,1,1,1
BHAGWATI STEELS,533646.0,6,1,1,1
PRANABA PRAKASHA SAHU,533600.0,14,1,1,1
NATIONAL CONSTRUCTION COMPANY,533100.0,1,1,1,1
SUSHIL KUMAR,532557.0,4,2,2,2
Sharma Bricks Supply Co,532224.0,3,1,1,1
ANUDEV J C,531664.0,1,1,1,1
GURU KIRAT TILE FACTORY,531520.0,3,1,1,1
RAJAN N,531376.0,1,1,1,1
ms varuna construction,530980.0,1,1,1,1
PS ELECTRONICS,530745.0,3,1,1,1
Jito Kaur,530442.0,6,1,1,1
Pardeep Singh,530250.0,8,1,2,1
Dipmal Boro,529950.0,6,1,1,1
SHRI NARSINGH CONSTR,529944.0,1,1,1,1
ANUJA KUMAR JENA,529720.0,1,1,1,1
P SAJEEVAN,529092.0,1,1,1,1
M K Sports,528550.0,7,2,2,2
BASSON CEMENT AND HARDWARE STORE,528540.0,12,1,2,1
NAGNECHIYA CONSTRUCTION COMPANY,528188.0,2,1,1,1
Sajad Husain,528000.0,2,1,1,1
BALJEET TRADERS,527750.0,5,1,1,1
G M ENTERPRISES,527436.0,2,1,1,1
JE SALIPUR DILLIP KUMAR ROUL,527199.0,1,1,1,1
Gram Panchayat Morth Jasai,527123.0,4,1,1,1
CHIEF EXECUTIVE OFFICER,526775.0,4,1,1,1
RAKESH KUMAR PANDHI,526711.0,17,1,1,1
V MATHAI,526392.0,1,1,1,1
MAHALUXMI BKO,525708.0,13,1,1,2
EVANE TREDURS,525600.0,9,1,2,1
R B Infra,525368.0,1,1,1,1
hari ram,525352.0,10,1,1,1
VNB TECHNOLOGIES PRIVATE LIMITED,525034.0,2,1,1,1
GRAM PANCHAYAT DANGIDHANA,525000.0,7,1,2,1
Ansumwi Narzary,525000.0,1,1,1,1
Sarpanch Gram Panchayat Ermur,525000.0,3,1,2,1
sarpach gram pachayat badedharaur,525000.0,3,1,2,1
MS AMAN MARBEL,525000.0,12,1,2,1
GP BASODHAN,525000.0,6,1,1,1
GRAM PANCHAYAT MALIYADHARA,525000.0,3,1,1,1
GRAM PANCHAYAT PIPALDHARA,525000.0,3,1,1,1
GRAM PANCHAYAT ANTALIA,525000.0,6,1,1,1
Commissioner MC Palampur,525000.0,3,1,1,1
GRAM PANCHAYAT GHUGHARA,525000.0,3,1,1,1
RAJYA PARWARTIT YOJNA GP PIPARIYA,525000.0,3,1,1,1
SARPANCH OF GRAM PANCHAYAT KAPOT,525000.0,3,1,1,1
LAXMAPPA GADDANKERI,524979.0,3,1,1,1
SHREEJI CONSTRUCTION,524562.0,2,1,1,1
GP Ligaa,524460.0,7,1,1,1
Sivaboosanam,524022.0,1,1,1,1
JVVNL ITAWA,523677.0,3,1,1,1
DHORIYA HARIPURA GRAM PANCHAYAT,523671.0,6,1,1,1
ZORABER SINGH,523500.0,3,1,1,1
MANNARMANNAN P,522642.0,1,1,1,1
Punjab iron store,522498.0,2,1,2,1
ASHIKA CONSTRUCTION,522388.0,1,1,1,1
NILKHANTH ENTERPRISE,522076.0,4,1,1,1
DS BUILDING MATERIAL,522000.0,3,1,2,1
SDO Sub Urban DHBVN Hansi,522000.0,3,1,1,1
B BALAJI,521949.0,3,1,1,1
LAKSHMAN H T,521921.0,3,1,1,1
MS P Maity Co,521811.0,1,1,1,1
Adapa Narayana Reddy,521032.0,2,1,1,1
SHREE SHYAM CONSTRUCTION AND JAGDEESH PRASAD,521023.0,1,1,1,1
MATRIBHOOMI CONSTRUCTION PRO ROHIT SINGH,520589.0,1,1,1,1
HARISH PRALHAD SHINDKHEDKAR,520557.0,1,1,1,1
